Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Midhuna PV,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",6 Years Experience Overall  (2 years as specialist),"5, A & A1, Arya Hub Mall, Number.12/2,13/1B, ITPL Main Road, Prasanth Extension., Landmark: Near Hope Farm Busstop., Bangalore",Bangalore,700,,
Dr. Anusha Akilesh,"DDVL, MBBS","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",10 Years Experience Overall  (4 years as specialist),"31, 2nd Main Road, Bashyam Circle, Vyalikaval, Landmark: Opposite Apollo, Bangalore",Bangalore,700,,
Dr. Parthasarathi Dutta Roy,"MBBS, DDVL, MD - Skin,VD & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",21 Years Experience Overall  (16 years as specialist),"5, 6, Sadath Court, Magrath Road, Ashok Nagar, Landmark: Opposite Garuda Mall, Bangalore",Bangalore,700,,
Dr. Shashidhar T,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Dermatosurgeon, Trichologist",17 Years Experience Overall  (10 years as specialist),"Number 3, 18th Main, 40th Cross, Landmark: GNR KALYAN MANTAP, Bangalore",Bangalore,700,,
Dr. Govind S Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Venereologist, Dermatosurgeon, Hair Transplant Surgeon",14 Years Experience Overall  (9 years as specialist),"at #37/E, South End Road, 200m from SOUTH END CIRCLE METRO station, Landmark: Near South End Circle/Surana College, Bangalore",Bangalore,950,,
Dr. Kiran Prasad N V,"MBBS, DNB - General Surgery, DNB - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, General Surgeon",19 Years Experience Overall  (8 years as specialist),"67/2, Devarachikkanahalli Main Road, BTM Layout 4 Phase, IIM B Post, Landmark: Near Devarachikkanahalli Bus Stop & Pariwar Palace, Bangalore",Bangalore,500,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"4/1, Walton Road 1st Floor, Lavelle Junction, Bangalore",Bangalore,1000,,
Dr. Niranjana Raj,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist, Hair Transplant Surgeon, Dermatosurgeon",15 Years Experience Overall  (9 years as specialist),"ITPL Main Road, Kaveri Nagar, Garudacharpalya, Landmark: Opposite To Brigade Metropolis, Bangalore",Bangalore,750,,
Dr. Jyothi Menon,"MBBS, DDVL","Dermatologist, Aesthetic Dermatologist, Trichologist, Cosmetologist, Hair Transplant Surgeon",23 Years Experience Overall  (20 years as specialist),"Opposite to Raheja Arcade, 7th Block, Landmark: Above Vodafone Store, Bangalore",Bangalore,700,,
Dr. Rakesh Reddy,"MBBS, Master of Public Health (MPH), DDVL",Dermatologist,25 Years Experience Overall  (8 years as specialist),"#101, Third Cross, First Main, Bhoopasandra, Landmark: UAS Layout, Bangalore",Bangalore,600,,
Dr. M G Madhukumar,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist, Plastic Reconstruction Surgeon",26 Years Experience Overall  (16 years as specialist),"652, 301, 2nd Floor, Esteem Kanaka Plaza, 11th Main, Landmark: Near McDonald's, Bangalore",Bangalore,1000,,
Dr. Neelima Ravipati,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Cosmetologist, Dermatologist",12 Years Experience Overall  (6 years as specialist),"L4 -01, 3rd floor, ""Skywalk"", 5/1 Assaye Road, Bangalore",Bangalore,600,,
Dr. Veena Rao,"MBBS, Diploma in Dermatology",Dermatologist,25 Years Experience Overall  (16 years as specialist),"1st floor, No #641, Opp. Raghavendra Mutt, 11th Main, 46th Cross Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041, Landmark: Opposite Raghavendra Mutt, Bangalore",Bangalore,700,,
Dr. Kavya H Reganti,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Venereologist, Trichologist",6 Years Experience Overall  (1 year as specialist),"718, Hansa Plaza,  1st Floor, 24th Main Road, J P Nagar 6th phase, Bangalore - 560078 , Landmark: Near Nandini Hotel, Above Medplus Pharmacy, Bangalore",Bangalore,650,,
Dr. Praveen Bhardwaj,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Pediatric Dermatologist, Trichologist",14 Years Experience Overall  (12 years as specialist),"143, 212-215, EPIP Industrial Area, Hoodi Village, KR Puram Hobli, Landmark: 560066, Bangalore",Bangalore,600,,
Dr. Sankeerth Vijayakumar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Cosmetologist",14 Years Experience Overall  (7 years as specialist),"114/115, 27th Main Road, 2nd floor , Hsr layout 2nd sector, Bengaluru, Karnataka , Landmark: Near NIFT college, Bangalore",Bangalore,700,,
Dr. Abhijna Rai,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Cosmetologist, Trichologist, Hair Transplant Surgeon, Aesthetic Dermatologist",10 Years Experience Overall  (5 years as specialist),"222/220/A, Second Floor, Sadaramangala, Krishnarajapura., Landmark: Opposite Sheraton Grand Hotel,Above BMW Deutsche Motoren Showroom, Bangalore",Bangalore,600,,
Dr. Govind S Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Venereologist, Dermatosurgeon, Hair Transplant Surgeon",14 Years Experience Overall  (9 years as specialist),"at #37/E, South End Road, 200m from SOUTH END CIRCLE METRO station, Landmark: Near South End Circle/Surana College, Bangalore",Bangalore,950,,
Dr. ABHINEETHA HOSTHOTA,"MBBS, MD - Dermatology",Dermatologist,14 Years Experience Overall  (12 years as specialist),"35, Brigade Millenium Rd, Puttenahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru,, Landmark: OPP: RBI LAYOUT, Bangalore",Bangalore,600,,
Dr. Shankar D Desai,"MBBS, MD - Skin,VD & Leprosy",Dermatologist,39 Years Experience Overall  (37 years as specialist),"26/4, Brigade Gateway, Malleshwaram West, Landmark: Beside Metro Cash and Carry West, Bangalore",Bangalore,850,,
Dr. Shruthi M K,"MBBS, DDVL","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",15 Years Experience Overall  (7 years as specialist),"1st floor, No #641, Opp. Raghavendra Mutt, 11th Main, 46th Cross Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041, Landmark: Opposite Raghavendra Mutt, Bangalore",Bangalore,700,,
Dr. Poovamma A S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",10 Years Experience Overall  (6 years as specialist),"1st Floor, Number 810, 27th Main Road, Sector 1, Bangalore",Bangalore,700,,
Dr. Kala Vimal,"MBBS, DDVL","Dermatologist, Hair Transplant Surgeon",23 Years Experience Overall  (17 years as specialist),"308,6th main Road,opp.defence colony ground,HAL 2nd stage, Landmark: Indiranagar 100 feet Road, Bangalore",Bangalore,500,,
Dr. Amrutha,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Aesthetic Dermatologist, Cosmetologist, Trichologist",15 Years Experience Overall  (7 years as specialist),"Number 628, 7th Main Road, Landmark: Near Water Tank, Bangalore",Bangalore,1000,,
Dr. Sanjay S Desai,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",16 Years Experience Overall  (7 years as specialist),"CBI main road, above padmavati medicals, saptagiri complex, Landmark: opp SBI bank, Bangalore",Bangalore,500,,
Dr. Tejaswini Acharya P,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Cosmetologist, Aesthetic Dermatologist",6 Years Experience Overall  (1 year as specialist),"31, 2nd Main Road, Bashyam Circle, Vyalikaval, Landmark: Opposite Apollo, Bangalore",Bangalore,700,,
Dr. Kapil Baheti,"MBBS, MD - Dermatology","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",5 Years Experience Overall  (1 year as specialist),"31, 2nd Main Road, Bashyam Circle, Vyalikaval, Landmark: Opposite Apollo, Bangalore",Bangalore,700,,
Dr. Dinesh Gowda,"MBBS, DVD","Dermatologist, Hair Transplant Surgeon",36 Years Experience Overall  (30 years as specialist),"308,6th main Road,opp.defence colony ground,HAL 2nd stage, Landmark: Indiranagar 100 feet Road, Bangalore",Bangalore,500,,
Dr. Prakruthi,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon",16 Years Experience Overall  (8 years as specialist),"1st Floor, Number 810, 27th Main Road, Sector 1, Bangalore",Bangalore,700,,
Dr. Anoop Gopal D S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",13 Years Experience Overall  (4 years as specialist),"Opposite to Raheja Arcade, 7th Block, Landmark: Above Vodafone Store, Bangalore",Bangalore,700,,
Dr. Eswari.L,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon, Pediatric Dermatologist, Dermatosurgeon",23 Years Experience Overall  (16 years as specialist),"62, 8th B Main Road, Landmark: Near Nandini Hotel, Bangalore",Bangalore,600,,
Dr. Vithal Malmande,"MBBS, MS - General Surgery, MCh - Plastic Surgery","General Surgeon, Plastic Surgeon",14 Years Experience Overall  (10 years as specialist),"45, Off Richmond Road, Landmark: Near Garuda Mall, Bangalore",Bangalore,500,,
Dr. Meghana Karlekar.R,"MBBS, DDVL","Dermatologist, Hair Transplant Surgeon, Trichologist, Aesthetic Dermatologist, Cosmetologist",10 Years Experience Overall  (4 years as specialist),"5, A & A1, Arya Hub Mall, Number.12/2,13/1B, ITPL Main Road, Prasanth Extension., Landmark: Near Hope Farm Busstop., Bangalore",Bangalore,700,,
Dr. Suhas S,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",13 Years Experience Overall  (7 years as specialist),"Number 208 & 209,  100 Feet Ring Road., Landmark: Near Janatha bazaar bustop, Bangalore",Bangalore,600,,
Dr. Sindhujaa Sreekanth S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatosurgeon, Aesthetic Dermatologist, Trichologist, Dermatologist, Hair Transplant Surgeon, Cosmetologist",7 Years Experience Overall  (4 years as specialist),"Opposite to Raheja Arcade, 7th Block, Landmark: Above Vodafone Store, Bangalore",Bangalore,700,,
Dr. Maria Rupini James,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist",10 Years Experience Overall  (5 years as specialist),"1st Floor, Bearing Number 496, 1st Stage Extention, CMH Road, Landmark: Salarpuria House, Bangalore",Bangalore,700,,
Dr. Prathyoosha S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist",7 Years Experience Overall  (2 years as specialist),"5, A & A1, Arya Hub Mall, Number.12/2,13/1B, ITPL Main Road, Prasanth Extension., Landmark: Near Hope Farm Busstop., Bangalore",Bangalore,700,,
Dr. Gnana Prabha M,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist, Dermatosurgeon",7 Years Experience Overall  (2 years as specialist),"Opposite to Raheja Arcade, 7th Block, Landmark: Above Vodafone Store, Bangalore",Bangalore,700,,
Dr. Annam Navya,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",8 Years Experience Overall  (3 years as specialist),"Plot Number 406, 7th Main, Banaswadi, 1st Block, Landmark: Hennur Road, Bangalore",Bangalore,700,,
Dr. Utkarsha Lokesh,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS","Oral And MaxilloFacial Surgeon, Cosmetologist, Hair Transplant Surgeon, Implantologist, Cosmetic/Aesthetic Dentist, Dentist",26 Years Experience Overall  (25 years as specialist),"298, 16 and 17th Cross,  2nd  Main Road, Sampige Road, Landmark: Opposite SBI ATM, Bangalore",Bangalore,400,,
Dr. Renu Nair,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Dermatosurgeon, Hair Transplant Surgeon, Trichologist",16 Years Experience Overall  (9 years as specialist),"2nd Floor, 17th Cross, 9th Main, Sector 7, Landmark: Near  Lenskart Building -, Bangalore",Bangalore,700,,
Dr. Midhuna PV,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",6 Years Experience Overall  (2 years as specialist),"5, A & A1, Arya Hub Mall, Number.12/2,13/1B, ITPL Main Road, Prasanth Extension., Landmark: Near Hope Farm Busstop., Bangalore",Bangalore,700,,
Dr. Shruthi C,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",15 Years Experience Overall  (8 years as specialist),"#255, 36 th Cross , 5th Main, 1 st Floor, Landmark: Jaynagar Metro Station, Bangalore",Bangalore,600,,
Dr. Nithya Raghunath,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Dermatosurgeon, Pediatric Dermatologist, Immunodermatologist, Trichologist",14 Years Experience Overall  (9 years as specialist),"3C-950, 3rd Cross, HRBR Layout 1st Block, Landmark: 3rd Cross, Kalyan Nagar, Bangalore",Bangalore,800,,
Dr. Rajdeep,"MBBS, DDVL","Dermatologist, Dermatosurgeon, Venereologist, Cosmetologist",15 Years Experience Overall  (9 years as specialist),"1635/A, 17th Main Road, Landmark: Near Bangalore Central, Bangalore",Bangalore,750,,
Dr. Swetha Gowda,"MBBS, MD - Dermatology","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",13 Years Experience Overall  (8 years as specialist),"1st Floor, Bearing Number 496, 1st Stage Extention, CMH Road, Landmark: Salarpuria House, Bangalore",Bangalore,700,,
Dr. Poovamma A S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",10 Years Experience Overall  (6 years as specialist),"1st Floor, Number 810, 27th Main Road, Sector 1, Bangalore",Bangalore,700,,
Dr. Navya S,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Dermatosurgeon, Pediatric Dermatologist",6 Years Experience Overall  (3 years as specialist),"2nd Floor, 54, 12th Main Road, Landmark: Above SBI Bank, Bangalore",Bangalore,650,,
Dr. Jigisha N Jalu,"MBBS, MD - Skin & VD","Dermatologist, Dermatosurgeon, Hair Transplant Surgeon",14 Years Experience Overall  (10 years as specialist),"Whitefield Main Road, Next To Firstcry Showroom,  Above Kotak Mahindra Bank,3rd Floor, Landmark: Near Titan Eye Plus, Bangalore",Bangalore,700,,
Dr. Jyothi Menon,"MBBS, DDVL","Dermatologist, Aesthetic Dermatologist, Trichologist, Cosmetologist, Hair Transplant Surgeon",23 Years Experience Overall  (20 years as specialist),"Opposite to Raheja Arcade, 7th Block, Landmark: Above Vodafone Store, Bangalore",Bangalore,700,,
Dr. Sheetal Srinivas,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",9 Years Experience Overall  (4 years as specialist),"31, 2nd Main Road, Bashyam Circle, Vyalikaval, Landmark: Opposite Apollo, Bangalore",Bangalore,700,,
Dr. Sandeep Mahapatra,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Trichologist, Aesthetic Dermatologist, Dermatosurgeon, Cosmetologist",19 Years Experience Overall  (13 years as specialist),"First Floor, Scorpio House, Landmark: Opposite Purvankara Apartments, Bangalore",Bangalore,800,,
Dr. Sahebgowda Shetty,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist",23 Years Experience Overall  (13 years as specialist),"107/2, Dr. Rajkumar Road, Navarang Circle, Landmark: Above Sangeetha Showroom and Opposite Navarang Theatre, Bangalore",Bangalore,800,,
Dr. Kisalay Saurav,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Trichologist, Venereologist, Hair Transplant Surgeon",21 Years Experience Overall  (14 years as specialist),"No.3, Avya Arc, 1st Floor, 7th Main Road, 2nd Cross Rd, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, Landmark: Opposite Specialist Hospital, Bangalore",Bangalore,800,,
Dr. Nagaraja,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",32 Years Experience Overall  (29 years as specialist),"44/54, 30th Cross, Tilaknagar, Jayanagar Extension, Landmark: Opposite Indian Oil Petrol Bunk, Bangalore",Bangalore,700,,
Dr. Ramanjanayalu,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Dermatosurgeon",18 Years Experience Overall  (10 years as specialist),"# 443, Sheetal Building, 2nd Main Road, Kasturinagar, East NGEF, 1st Floor, Landmark: Near Cafe Coffee Day,above Baskin Robin""s Ice Cream Parlor, Bangalore",Bangalore,800,,
Dr. Vidya T.S,"MBBS, MD - Dermatology","Dermatologist, Aesthetic Dermatologist",28 Years Experience Overall,"44/54, 30th Cross, Tilaknagar, Jayanagar Extension, Landmark: Opposite Indian Oil Petrol Bunk, Bangalore",Bangalore,700,,
Dr. Lavina Mittal,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",7 Years Experience Overall  (3 years as specialist),"1st Floor, Number 810, 27th Main Road, Sector 1, Bangalore",Bangalore,700,,
Dr. Abhishek Ponathil,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,14 Years Experience Overall  (5 years as specialist),"248, 1st Floor Copper Square, Landmark: Above Dominos, Bangalore",Bangalore,750,,
Dr. Bhavishya Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Cosmetologist",6 Years Experience Overall  (1 year as specialist),"1st Floor, Number 810, 27th Main Road, Sector 1, Bangalore",Bangalore,700,,
Dr. Narender M,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Plastic Reconstruction Surgeon, Diabetic Foot Surgeon, Cosmetologist, Burn Surgeon",19 Years Experience Overall  (13 years as specialist),"143, Opus, 1st Cross, Landmark: Near Nagarjuna Hotel, Bangalore",Bangalore,800,,
Dr. N. Jithendran,"MBBS, MS - Orthopaedics, MCh - Plastic Surgery, DNB - Plastic Surgery","Plastic Surgeon, Orthopedic surgeon",25 Years Experience Overall  (20 years as specialist),"No5, JC Rd., Landmark: Near townhall, Bangalore",Bangalore,800,,
Dr. Ranganath v s,"MCh - Plastic & Reconstructive Surgery, FNB - Hand and Microsurgery, MBBS, MS - General Surgery","Plastic Surgeon, General Surgeon, Hair Transplant Surgeon",22 Years Experience Overall  (13 years as specialist),"5, AC 927, 5th a cross HRBR 1st Block, Babusapalaya kalyannagar, Landmark: Near Ganesha Statue, Bangalore",Bangalore,750,,
